--------- beginning of system
01-01 12:11:52.883   302   302 I vold    : Vold 3.0 (the awakening) firing up
01-01 12:11:52.883   302   302 V vold    : Detected support for: exfat ext4 f2fs ntfs vfat
01-01 12:11:52.954   302   310 D vold    : e4crypt_init_user0
01-01 12:11:52.954   302   310 D vold    : e4crypt_prepare_user_storage for volume null, user 0, serial 0, flags 1
01-01 12:11:52.954   302   310 D vold    : Preparing: /data/system/users/0
01-01 12:11:52.957   302   310 D vold    : Preparing: /data/misc/profiles/cur/0
01-01 12:11:52.957   302   310 D vold    : Preparing: /data/misc/profiles/cur/0/foreign-dex
01-01 12:11:52.958   302   310 D vold    : Preparing: /data/system_de/0
01-01 12:11:52.958   302   310 D vold    : Preparing: /data/misc_de/0
01-01 12:11:52.959   302   310 D vold    : Preparing: /data/user_de/0
01-01 12:11:52.959   302   310 D vold    : e4crypt_unlock_user_key 0 serial=0 token_present=0
02-03 16:33:56.858  1497  1497 I InstallerConnection: connecting...
02-03 16:33:58.389  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.device
02-03 16:33:58.394  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.frameworks.core.addon.jar
02-03 16:33:58.401  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.android.settings.shared.jar
02-03 16:33:58.417  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.camerabgproc.jar
02-03 16:33:58.417  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.commandcenter.library.jar
02-03 16:33:58.422  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.motosignature.jar
02-03 16:33:58.422  1497  1497 W PackageManager: Library not found: /system/framework/org.apache.http.legacy.jar
02-03 16:33:58.434  1497  1497 W PackageManager: Library not found: /system/framework/com.motorola.android.encryption.jar
02-03 16:33:58.473  1497  1565 W PackageManager: Permission cyanogenmod.permission.WRITE_ALARMS from package cyanogenmod.platform in an unknown group android.permission-group.SYSTEM_CLOCK
02-03 16:33:58.473  1497  1565 W PackageManager: Permission cyanogenmod.permission.MANAGE_ALARMS from package cyanogenmod.platform in an unknown group android.permission-group.SYSTEM_CLOCK
02-03 16:33:58.473  1497  1565 W PackageManager: Permission cyanogenmod.permission.READ_ALARMS from package cyanogenmod.platform in an unknown group android.permission-group.SYSTEM_CLOCK
02-03 16:33:58.580  1497  1568 I PackageManager: /system/priv-app/CMActions changed; collecting certs
02-03 16:33:58.583  1497  1569 I PackageManager: /system/priv-app/CellBroadcastReceiver changed; collecting certs
02-03 16:33:58.598  1497  1566 W PackageParser: No actions in intent filter at /system/priv-app/Contacts/Contacts.apk Binary XML file line #431
02-03 16:33:58.632  1497  1567 W PackageManager: Permission android.permission.DOWNLOAD_WITHOUT_NOTIFICATION from package com.android.providers.downloads in an unknown group android.permission-group.NETWORK
02-03 16:33:58.714  1497  1564 W PackageParser: No actions in intent filter at /system/priv-app/Dialer/Dialer.apk Binary XML file line #204
02-03 16:33:58.726  1497  1567 W PackageParser: Unknown element under <application>: permission at /system/priv-app/Gallery2/Gallery2.apk Binary XML file line #271
02-03 16:33:58.726  1497  1567 W PackageParser: Unknown element under <application>: permission at /system/priv-app/Gallery2/Gallery2.apk Binary XML file line #274
02-03 16:33:58.733  1497  1567 I PackageManager: /system/priv-app/Gallery2 changed; collecting certs
02-03 16:33:58.751  1497  1569 I PackageManager: /system/priv-app/MusicFX changed; collecting certs
02-03 16:33:58.754  1497  1566 I PackageManager: /system/priv-app/OmniSwitch changed; collecting certs
02-03 16:33:58.805  1497  1566 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INSTALL_GRANT_RUNTIME_PERMISSIONS in package: com.android.shell at: Binary XML file line #102
02-03 16:33:58.894  1497  1565 W PackageManager: Permission com.android.launcher.permission.INSTALL_SHORTCUT from package com.cyanogenmod.trebuchet in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:58.894  1497  1565 W PackageManager: Permission com.android.launcher3.permission.READ_SETTINGS from package com.cyanogenmod.trebuchet in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:58.894  1497  1565 W PackageManager: Permission com.android.launcher3.permission.WRITE_SETTINGS from package com.cyanogenmod.trebuchet in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:58.959  1497  1566 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CONFIGURE_WIFI_DISPLAY in package: com.android.systemui at: Binary XML file line #121
02-03 16:33:58.959  1497  1566 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CAMERA in package: com.android.systemui at: Binary XML file line #123
02-03 16:33:59.005  1497  1564 W PackageParser: Unknown element under <manifest>: uses-library at /system/priv-app/Settings/Settings.apk Binary XML file line #7
02-03 16:33:59.006  1497  1564 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.USE_CREDENTIALS in package: com.android.settings at: Binary XML file line #55
02-03 16:33:59.006  1497  1564 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SYNC_SETTINGS in package: com.android.settings at: Binary XML file line #60
02-03 16:33:59.006  1497  1564 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_SYNC_SETTINGS in package: com.android.settings at: Binary XML file line #61
02-03 16:33:59.078  1497  1564 I PackageManager: /system/priv-app/Settings changed; collecting certs
02-03 16:33:59.593  1497  1565 W PackageParser: No actions in intent filter at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #139
02-03 16:33:59.596  1497  1565 W PackageParser: No actions in intent filter at /system/app/BluetoothExt/BluetoothExt.apk Binary XML file line #163
02-03 16:33:59.598  1497  1567 W PackageParser: No actions in intent filter at /system/app/Bluetooth/Bluetooth.apk Binary XML file line #227
02-03 16:33:59.618  1497  1564 I PackageManager: /system/app/Browser changed; collecting certs
02-03 16:33:59.623  1497  1566 W PackageParser: No actions in intent filter at /system/app/CMFileManager/CMFileManager.apk Binary XML file line #166
02-03 16:33:59.624  1497  1566 I PackageManager: /system/app/CMFileManager changed; collecting certs
02-03 16:33:59.635  1497  1568 I PackageManager: /system/app/Calendar changed; collecting certs
02-03 16:33:59.644  1497  1565 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.cts.ctsshim activity: com.android.cts.ctsshim.InstallPriority origPrio: 100
02-03 16:33:59.644  1497  1565 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.cts.ctsshim activity: com.android.cts.ctsshim.InstallPriority origPrio: 100
02-03 16:33:59.644  1497  1565 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.cts.ctsshim activity: com.android.cts.ctsshim.InstallPriority origPrio: 100
02-03 16:33:59.644  1497  1565 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.cts.ctsshim activity: com.android.cts.ctsshim.InstallPriority origPrio: 100
02-03 16:33:59.646  1497  1565 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.cts.ctsshim activity: com.android.cts.ctsshim.InstallPriority origPrio: 100
02-03 16:33:59.688  1497  1567 I PackageManager: /system/app/Camera2 changed; collecting certs
02-03 16:33:59.702  1497  1564 W PackageManager: Skipping provider name com.android.browser (in package com.android.browser): name already used by com.android.bookmarkprovider
02-03 16:33:59.702  1497  1564 W PackageManager: Skipping provider name browser (in package com.android.browser): name already used by com.android.bookmarkprovider
02-03 16:33:59.722  1497  1568 W PackageManager: Non-privileged app; cap priority to 0; package: com.android.calendar activity: com.android.calendar.GoogleCalendarUriIntentFilter origPrio: 50
02-03 16:33:59.736  1497  1569 I PackageManager: /system/app/Eleven changed; collecting certs
02-03 16:33:59.748  1497  1564 I PackageManager: /system/app/Exchange2 changed; collecting certs
02-03 16:33:59.817  1497  1566 W PackageManager: Failed to parse /system/app/KernelAdiutor: Package com.bhb27.kerneladiutor at /system/app/KernelAdiutor ignored: updated version 38 better than this 38
02-03 16:33:59.833  1497  1565 I PackageManager: /system/app/Email changed; collecting certs
02-03 16:33:59.838  1497  1568 I PackageManager: /system/app/LiveWallpapersPicker changed; collecting certs
02-03 16:33:59.860  1497  1566 I PackageManager: /system/app/LockClock changed; collecting certs
02-03 16:33:59.893  1497  1568 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.CHANGE_WIFI_STATE in package: com.android.nfc at: Binary XML file line #47
02-03 16:33:59.893  1497  1568 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_WIFI_STATE in package: com.android.nfc at: Binary XML file line #48
02-03 16:33:59.897  1497  1567 I PackageManager: /system/app/NexusLauncher changed; collecting certs
02-03 16:33:59.949  1497  1564 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: com.resurrection.ota at: Binary XML file line #11
02-03 16:33:59.971  1497  1567 W PackageManager: Permission com.google.android.apps.nexuslauncher.permission.READ_SETTINGS from package com.google.android.apps.nexuslauncher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:59.971  1497  1567 W PackageManager: Permission com.google.android.apps.nexuslauncher.permission.WRITE_SETTINGS from package com.google.android.apps.nexuslauncher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:59.971  1497  1567 W PackageManager: Permission com.google.android.apps.nexuslauncher.permission.QSB from package com.google.android.apps.nexuslauncher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:59.971  1497  1567 W PackageManager: Permission com.android.launcher.permission.INSTALL_SHORTCUT from package com.google.android.apps.nexuslauncher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:33:59.979  1497  1565 W PackageManager: Permission com.android.email.permission.READ_ATTACHMENT from package com.android.email in an unknown group android.permission-group.MESSAGES
02-03 16:34:00.007  1497  1564 I PackageManager: /system/app/Stk changed; collecting certs
02-03 16:34:00.035  1497  1569 I PackageManager: /system/app/Wallpaper changed; collecting certs
02-03 16:34:00.167  1497  1564 W PackageManager: Package lysesoft.andftp desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:00.218  1497  1566 W PackageManager: Package com.adobe.reader desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:00.341  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: me.bluemail.mail.permission.READ_ATTACHMENT in package: me.bluemail.mail at: Binary XML file line #68
02-03 16:34:00.341  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.RECEIVE_BOOT_COMPLETED in package: me.bluemail.mail at: Binary XML file line #102
02-03 16:34:00.341  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.ACCESS_NETWORK_STATE in package: me.bluemail.mail at: Binary XML file line #103
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.INTERNET in package: me.bluemail.mail at: Binary XML file line #104
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.VIBRATE in package: me.bluemail.mail at: Binary XML file line #105
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_EXTERNAL_STORAGE in package: me.bluemail.mail at: Binary XML file line #106
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.GET_ACCOUNTS in package: me.bluemail.mail at: Binary XML file line #107
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_SYNC_SETTINGS in package: me.bluemail.mail at: Binary XML file line #110
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_CONTACTS in package: me.bluemail.mail at: Binary XML file line #112
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_CONTACTS in package: me.bluemail.mail at: Binary XML file line #113
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_CALENDAR in package: me.bluemail.mail at: Binary XML file line #114
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WRITE_CALENDAR in package: me.bluemail.mail at: Binary XML file line #115
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.WAKE_LOCK in package: me.bluemail.mail at: Binary XML file line #117
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.READ_PHONE_STATE in package: me.bluemail.mail at: Binary XML file line #118
02-03 16:34:00.342  1497  1569 W PackageParser: Ignoring duplicate uses-permissions/uses-permissions-sdk-m: android.permission.USE_CREDENTIALS in package: me.bluemail.mail at: Binary XML file line #121
02-03 16:34:00.356  1497  1564 W PackageManager: Permission com.chrome.beta.permission.DEBUG from package com.chrome.beta in an unknown group android.permission-group.DEVELOPMENT_TOOLS
02-03 16:34:00.360  1497  1569 W PackageParser: Unknown element under <application>: enable-feature at /data/app/me.bluemail.mail-1.apk Binary XML file line #762
02-03 16:34:00.364  1497  1569 W PackageParser: Unknown element under <application>: uses-permission at /data/app/me.bluemail.mail-1.apk Binary XML file line #1244
02-03 16:34:00.364  1497  1569 W PackageParser: Unknown element under <application>: uses-permission at /data/app/me.bluemail.mail-1.apk Binary XML file line #1245
02-03 16:34:00.366  1497  1569 W PackageManager: Package me.bluemail.mail desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:00.479  1497  1565 W PackageParser: Unknown element under <manifest>: meta-data at /data/app/com.google.android.gms-1.apk Binary XML file line #93
02-03 16:34:00.519  1497  1565 W PackageManager: Permission com.google.android.c2dm.permission.RECEIVE from package com.google.android.gms in an unknown group android.permission-group.NETWORK
02-03 16:34:00.544  1497  1566 W PackageManager: Permission com.android.launcher.permission.INSTALL_SHORTCUT from package com.teslacoilsw.launcher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:34:00.544  1497  1566 W PackageManager: Permission com.android.launcher.permission.UNINSTALL_SHORTCUT from package com.teslacoilsw.launcher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:34:00.544  1497  1566 W PackageManager: Permission com.teslacoilsw.launcher.permission.READ_SETTINGS from package com.teslacoilsw.launcher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:34:00.544  1497  1566 W PackageManager: Permission com.teslacoilsw.launcher.permission.WRITE_SETTINGS from package com.teslacoilsw.launcher in an unknown group android.permission-group.SYSTEM_TOOLS
02-03 16:34:00.606  1497  1567 W PackageManager: Package com.alensw.PicFolder desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:00.670  1497  1564 W PackageParser: No actions in intent filter at /data/app/jackpal.androidterm-1.apk Binary XML file line #149
02-03 16:34:00.791  1497  1565 W PackageManager: Package com.whatsapp desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.095  1497  1568 I PackageParser: com.android.settings.GreyceSubstratum: compat added android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE
02-03 16:34:01.099  1497  1567 I PackageParser: com.android.settings.InversionUI: compat added android.permission.WRITE_EXTERNAL_STORAGE android.permission.READ_PHONE_STATE
02-03 16:34:01.337  1497  1497 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
02-03 16:34:01.337  1497  1497 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
02-03 16:34:01.337  1497  1497 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
02-03 16:34:01.337  1497  1497 W PackageManager: Protected action; cap priority to 0; package: com.android.cts.priv.ctsshim activity: com.android.cts.priv.ctsshim.InstallPriority origPrio: 100
02-03 16:34:01.337  1497  1497 W PackageManager: Package com.whatsapp desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package org.codeaurora.bluetooth desires unavailable shared library com.quicinc.wbc; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package lysesoft.andftp desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package me.bluemail.mail desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package com.android.gallery3d desires unavailable shared library com.google.android.media.effects; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package com.android.gallery3d desires unavailable shared library com.google.android.media.effects; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package com.adobe.reader desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.337  1497  1497 W PackageManager: Package com.alensw.PicFolder desires unavailable shared library com.sec.android.app.multiwindow; ignoring!
02-03 16:34:01.337  1497  1497 I PackageManager: Adjusting ABI for com.android.providers.downloads.ui to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
02-03 16:34:01.338  1497  1497 I PackageManager: Adjusting ABI for com.android.providers.downloads to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
02-03 16:34:01.339  1497  1497 I PackageManager: Adjusting ABI for com.android.providers.media to armeabi-v7a (requirer=com.android.mtp, scannedPackage=null)
02-03 16:34:01.339  1497  1497 I PackageManager: Adjusting ABI for com.quicinc.cne.CNEService to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.340  1497  1497 I PackageManager: Adjusting ABI for com.android.development to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.341  1497  1497 I PackageManager: Adjusting ABI for com.qualcomm.location to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.342  1497  1497 I PackageManager: Adjusting ABI for com.qualcomm.services.location to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.342  1497  1497 I PackageManager: Adjusting ABI for com.cyanogenmod.settings.device to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.343  1497  1497 I PackageManager: Adjusting ABI for com.android.providers.settings to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.344  1497  1497 I PackageManager: Adjusting ABI for com.android.wallpaperbackup to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.344  1497  1497 I PackageManager: Adjusting ABI for com.android.inputdevices to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.345  1497  1497 I PackageManager: Adjusting ABI for com.android.server.telecom to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.346  1497  1497 I PackageManager: Adjusting ABI for com.android.location.fused to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.347  1497  1497 I PackageManager: Adjusting ABI for com.qualcomm.atfwd to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.347  1497  1497 I PackageManager: Adjusting ABI for com.android.keychain to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.348  1497  1497 I PackageManager: Adjusting ABI for org.cyanogenmod.cmparts to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.349  1497  1497 I PackageManager: Adjusting ABI for cyanogenmod.platform to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.350  1497  1497 I PackageManager: Adjusting ABI for com.qualcomm.timeservice to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.350  1497  1497 I PackageManager: Adjusting ABI for org.cyanogenmod.cmsettings to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.351  1497  1497 I PackageManager: Adjusting ABI for com.android.settings to armeabi-v7a (requirer=android, scannedPackage=null)
02-03 16:34:01.367  1497  1497 I PackageManager: Time to scan packages: 2.985 seconds
02-03 16:34:01.368  1497  1497 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH in package com.android.providers.calendar
02-03 16:34:01.368  1497  1497 W PackageManager: Unknown permission com.google.android.googleapps.permission.GOOGLE_AUTH.cl in package com.android.providers.calendar
02-03 16:34:01.368  1497  1497 W PackageManager: Unknown permission com.android.vending.BILLING in package jp.konami.duellinks
02-03 16:34:01.368  1497  1497 W PackageManager: Not granting permission android.permission.ACCESS_FINE_LOCATION to package com.motorola.camera because it was previously installed without
02-03 16:34:01.368  1497  1497 W PackageManager: Not granting permission android.permission.CAMERA to package com.motorola.camera because it was previously installed without
02-03 16:34:01.368  1497  1497 W PackageManager: Not granting permission android.permission.GET_ACCOUNTS to package com.motorola.camera because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.READ_PHONE_STATE to package com.motorola.camera because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.RECORD_AUDIO to package com.motorola.camera because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.STOP_APP_SWITCHES to package com.motorola.camera (protectionLevel=18 flags=0x38483e44)
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.motorola.camera because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.WRITE_SECURE_SETTINGS to package com.motorola.camera (protectionLevel=50 flags=0x38483e44)
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.motorola.audiomonitor.permission.BROADCAST_RECEIVER in package com.motorola.camera
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission com.motorola.permission.ACCESS_CHECKIN to package com.motorola.camera (protectionLevel=18 flags=0x38483e44)
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission com.motorola.permission.CAMERA_DUMP to package com.motorola.camera (protectionLevel=18 flags=0x38483e44)
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.motorola.permission.GET_ZEN_MODE_CONFIG in package com.motorola.camera
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.motorola.permission.SET_NAVBAR_BACKGROUNDCOLOR in package com.motorola.camera
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.motorola.permission.SET_ZEN_MODE_CONFIG in package com.motorola.camera
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.motorola.camera because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.CALL_PHONE to package com.teslacoilsw.launcher because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.BIND_APPWIDGET to package com.teslacoilsw.launcher (protectionLevel=18 flags=0x38483e44)
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.READ_EXTERNAL_STORAGE to package com.teslacoilsw.launcher because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Not granting permission android.permission.WRITE_EXTERNAL_STORAGE to package com.teslacoilsw.launcher because it was previously installed without
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.htc.launcher.permission.READ_SETTINGS in package com.teslacoilsw.launcher
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.cyanogenmod.trebuchet.permission.READ_SETTINGS in package com.teslacoilsw.launcher
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission org.adw.launcher.permission.READ_SETTINGS in package com.teslacoilsw.launcher
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission org.adwfreak.launcher.permission.READ_SETTINGS in package com.teslacoilsw.launcher
02-03 16:34:01.369  1497  1497 W PackageManager: Unknown permission com.anddoes.launcher.permission.READ_SETTINGS in package com.teslacoilsw.launcher
02-03 16:34:01.370  1497  1497 W PackageManager: Unknown permission com.android.launcher.permission.READ_SETTINGS in package com.teslacoilsw.launcher
